FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2009/10,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,6,33,3.7,13.8
2009/10,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,51,95,4.6,18.3
2009/10,Fraser,Chilliwack General Hospital,Foot/Ankle Surgery,6,11,7.7,26.3
2009/10,Fraser,Chilliwack General Hospital,Foreign Body Removal Surgery,<5,5,5.7,15.4
2009/10,Fraser,Chilliwack General Hospital,Fracture Repair,<5,24,2.5,6.4
2009/10,Fraser,Chilliwack General Hospital,Hand/Wrist Surgery,5,56,3.5,13.4
2009/10,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,33,278,5.0,13.1
2009/10,Fraser,Chilliwack General Hospital,Hip Replacement,14,117,6.7,14.8
2009/10,Fraser,Chilliwack General Hospital,Kidney/Bladder Stone Removal,<5,10,3.1,4.3
2009/10,Fraser,Chilliwack General Hospital,Knee - ACL Repair,16,57,9.6,21.6
2009/10,Fraser,Chilliwack General Hospital,Knee - Meniscectomy,9,87,5.1,14.7
2009/10,Fraser,Chilliwack General Hospital,Knee Arthroscopy,6,57,6.0,20.0
2009/10,Fraser,Chilliwack General Hospital,Knee Replacement,26,210,6.2,16.1
2009/10,Fraser,Chilliwack General Hospital,Laparoscopy,18,50,5.2,20.0
2009/10,Fraser,Chilliwack General Hospital,Laparotomy,<5,17,2.1,8.8
2009/10,Fraser,Chilliwack General Hospital,Male Reproductive Surgery,27,43,5.4,18.4
2009/10,Fraser,Chilliwack General Hospital,Mastectomy,<5,41,2.0,5.0
2009/10,Fraser,Chilliwack General Hospital,Mastoidectomy,8,18,11.7,17.7
2009/10,Fraser,Chilliwack General Hospital,Myringotomy,17,128,4.1,7.5
2009/10,Fraser,Chilliwack General Hospital,Nasal Surgery,42,56,11.1,20.2
2009/10,Fraser,Chilliwack General Hospital,Nerve Surgery,<5,<5,,
2009/10,Fraser,Chilliwack General Hospital,Oral Cavity & Pharynx Surgery,<5,6,3.2,5.1
2009/10,Fraser,Chilliwack General Hospital,Other Eye Surgery,6,9,3.4,4.4
2009/10,Fraser,Chilliwack General Hospital,Other Joint Reconstruction,7,60,6.6,29.7
2009/10,Fraser,Chilliwack General Hospital,Other Orthopaedic Surgery,28,116,5.9,25.5
2009/10,Fraser,Chilliwack General Hospital,Other Urology Surgery,56,156,4.6,16.9
2009/10,Fraser,Chilliwack General Hospital,Prostate Surgery,31,111,7.3,18.9
2009/10,Fraser,Chilliwack General Hospital,Rectal Surgery,<5,14,5.3,11.4
2009/10,Fraser,Chilliwack General Hospital,Shoulder Surgery,16,16,9.8,14.1
2009/10,Fraser,Chilliwack General Hospital,Sinus Surgery,24,51,10.0,19.3
2009/10,Fraser,Chilliwack General Hospital,Skin Tumour Removal,<5,49,5.1,20.6
2009/10,Fraser,Chilliwack General Hospital,Sphincterotomy,<5,8,2.4,8.0
2009/10,Fraser,Chilliwack General Hospital,Spinal/Back Surgery,<5,<5,,
2009/10,Fraser,Chilliwack General Hospital,Thyroidectomy,<5,5,3.0,3.5
2009/10,Fraser,Chilliwack General Hospital,Tonsillectomy/Adenoidectomy,50,132,9.3,21.2
2009/10,Fraser,Chilliwack General Hospital,Tympanoplasty,9,18,15.3,25.5
2009/10,Fraser,Chilliwack General Hospital,Uterine Surgery,70,265,9.7,18.9
2009/10,Fraser,Chilliwack General Hospital,Vaginal Repair,28,57,8.0,30.8
2009/10,Fraser,Chilliwack General Hospital,Vascular Surgery - Other,<5,35,0.9,2.5
2009/10,Fraser,Chilliwack General Hospital,Wound/Laceration Care,<5,28,3.9,19.5
2009/10,Fraser,Delta Hospital,All Other Procedures,<5,12,5.6,17.8
2009/10,Fraser,Delta Hospital,All Procedures,981,"4,431",2.7,17.0
2009/10,Fraser,Delta Hospital,Bariatric Surgery,5,17,6.3,21.8
2009/10,Fraser,Delta Hospital,Biopsy in OR,<5,27,1.7,13.1
2009/10,Fraser,Delta Hospital,Bladder Surgery,45,139,1.6,3.8
2009/10,Fraser,Delta Hospital,Breast Biopsy,6,81,1.7,4.0
2009/10,Fraser,Delta Hospital,Breast Reconstruction,<5,6,1.4,23.0
2009/10,Fraser,Delta Hospital,Breast Reduction,39,81,12.1,40.1
2009/10,Fraser,Delta Hospital,Cataract Surgery,238,615,12.4,26.9
2009/10,Fraser,Delta Hospital,Cholecystectomy,36,451,1.9,7.1
2009/10,Fraser,Delta Hospital,D&C and Related Surgery,82,443,1.3,7.4
2009/10,Fraser,Delta Hospital,Dental Surgery,<5,25,1.9,17.7
2009/10,Fraser,Delta Hospital,Excision Gynecomastia,5,18,4.9,17.5
2009/10,Fraser,Delta Hospital,Excision Lesion/Tumour,5,33,1.6,12.5
2009/10,Fraser,Delta Hospital,Fallopian Tube/Ovarian Surgery,15,71,1.6,5.3
2009/10,Fraser,Delta Hospital,Fistula Repair - Non Vascular,<5,12,2.1,7.4
2009/10,Fraser,Delta Hospital,Foot/Ankle Surgery,17,29,3.9,16.1
2009/10,Fraser,Delta Hospital,Fracture Repair,7,13,1.6,15.0
2009/10,Fraser,Delta Hospital,Hand/Wrist Surgery,10,20,2.9,10.2
2009/10,Fraser,Delta Hospital,Hernia Repair - Abdominal,79,432,1.7,11.0
2009/10,Fraser,Delta Hospital,Knee - ACL Repair,11,44,3.9,14.4
2009/10,Fraser,Delta Hospital,Knee - Meniscectomy,9,58,4.9,18.5
2009/10,Fraser,Delta Hospital,Knee Arthroscopy,76,768,2.6,9.6
2009/10,Fraser,Delta Hospital,Laparoscopy,<5,55,1.3,2.1
2009/10,Fraser,Delta Hospital,Male Reproductive Surgery,5,12,5.4,10.8
2009/10,Fraser,Delta Hospital,Mastectomy,<5,45,1.6,5.0
2009/10,Fraser,Delta Hospital,Nasal Surgery,18,33,10.1,27.9
2009/10,Fraser,Delta Hospital,Other Eye Surgery,93,277,5.1,30.5
2009/10,Fraser,Delta Hospital,Other Joint Reconstruction,6,9,2.1,4.2
2009/10,Fraser,Delta Hospital,Other Orthopaedic Surgery,21,63,4.9,19.8
2009/10,Fraser,Delta Hospital,Other Urology Surgery,9,26,3.0,6.6
2009/10,Fraser,Delta Hospital,Prostate Surgery,8,14,3.1,6.5
2009/10,Fraser,Delta Hospital,Rectal Surgery,16,51,1.7,16.3
2009/10,Fraser,Delta Hospital,Sinus Surgery,<5,<5,,
2009/10,Fraser,Delta Hospital,Skin Surgery,7,13,4.6,22.3
2009/10,Fraser,Delta Hospital,Skin Tumour Removal,50,208,2.1,13.4
2009/10,Fraser,Delta Hospital,Sphincterotomy,<5,<5,,
2009/10,Fraser,Delta Hospital,Tendon Surgery,<5,<5,,
2009/10,Fraser,Delta Hospital,Thyroidectomy,<5,0,,
2009/10,Fraser,Delta Hospital,Tonsillectomy/Adenoidectomy,10,12,10.8,28.5
2009/10,Fraser,Delta Hospital,Uterine Surgery,<5,25,0.7,1.8
2009/10,Fraser,Delta Hospital,Vaginal Repair,5,25,5.7,15.7
2009/10,Fraser,Delta Hospital,Varicose Veins Ligation/Stripping,15,38,5.8,11.3
2009/10,Fraser,Delta Hospital,Wound/Laceration Care,8,41,3.0,12.6
2009/10,Fraser,Eagle Ridge Hospital,Abdominoplasty,<5,12,12.7,17.7
2009/10,Fraser,Eagle Ridge Hospital,All Other Procedures,115,235,4.7,20.0
2009/10,Fraser,Eagle Ridge Hospital,All Procedures,"2,691","5,343",6.7,24.4
2009/10,Fraser,Eagle Ridge Hospital,Biopsy in OR,6,39,2.7,4.8
2009/10,Fraser,Eagle Ridge Hospital,Bladder Surgery,49,185,4.0,17.2
2009/10,Fraser,Eagle Ridge Hospital,Breast Biopsy,7,47,2.0,7.9
2009/10,Fraser,Eagle Ridge Hospital,Breast Reconstruction,18,48,5.3,26.0
2009/10,Fraser,Eagle Ridge Hospital,Breast Reduction,134,129,16.3,47.1
2009/10,Fraser,Eagle Ridge Hospital,Cholecystectomy,130,278,6.9,19.1
2009/10,Fraser,Eagle Ridge Hospital,Colostomy/Ileostomy,<5,14,10.0,15.9
2009/10,Fraser,Eagle Ridge Hospital,Cone Biopsy,<5,36,4.2,13.2
2009/10,Fraser,Eagle Ridge Hospital,Cyst/Ganglion Removal,28,91,8.0,22.9
2009/10,Fraser,Eagle Ridge Hospital,D&C and Related Surgery,30,55,5.0,15.5
2009/10,Fraser,Eagle Ridge Hospital,Dental Surgery,96,160,11.0,44.0
2009/10,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,8,50,2.6,8.3
2009/10,Fraser,Eagle Ridge Hospital,Excision Gynecomastia,<5,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Excision Lesion/Tumour,30,96,3.6,9.9
2009/10,Fraser,Eagle Ridge Hospital,Fallopian Tube/Ovarian Surgery,33,67,5.9,16.2
2009/10,Fraser,Eagle Ridge Hospital,Fistula Repair - Non Vascular,<5,6,2.4,6.9
2009/10,Fraser,Eagle Ridge Hospital,Foot/Ankle Surgery,<5,0,,
2009/10,Fraser,Eagle Ridge Hospital,Foreign Body Removal Surgery,<5,9,1.6,10.4
2009/10,Fraser,Eagle Ridge Hospital,Fracture Repair,13,120,0.3,6.6
2009/10,Fraser,Eagle Ridge Hospital,Hand/Wrist Surgery,54,113,7.9,19.3
2009/10,Fraser,Eagle Ridge Hospital,Hernia Repair - Abdominal,223,420,8.6,23.9
2009/10,Fraser,Eagle Ridge Hospital,Hip Replacement,30,48,14.0,25.0
2009/10,Fraser,Eagle Ridge Hospital,Knee - ACL Repair,72,137,12.0,24.3
2009/10,Fraser,Eagle Ridge Hospital,Knee - Meniscectomy,45,7,12.7,22.7
2009/10,Fraser,Eagle Ridge Hospital,Knee Arthroscopy,117,183,10.7,29.7
2009/10,Fraser,Eagle Ridge Hospital,Knee Replacement,101,82,16.6,31.9
2009/10,Fraser,Eagle Ridge Hospital,Laparoscopy,22,54,3.1,10.5
2009/10,Fraser,Eagle Ridge Hospital,Laparotomy,<5,10,3.1,12.7
2009/10,Fraser,Eagle Ridge Hospital,Ligament Surgery,<5,14,1.7,8.7
2009/10,Fraser,Eagle Ridge Hospital,Lipectomy,<5,9,10.1,22.7
2009/10,Fraser,Eagle Ridge Hospital,Male Reproductive Surgery,21,175,3.7,6.5
2009/10,Fraser,Eagle Ridge Hospital,Mastectomy,12,81,2.7,11.9
2009/10,Fraser,Eagle Ridge Hospital,Myringotomy,13,45,6.0,9.9
2009/10,Fraser,Eagle Ridge Hospital,Nasal Surgery,202,172,11.9,42.8
2009/10,Fraser,Eagle Ridge Hospital,Nerve Surgery,53,124,7.4,24.1
2009/10,Fraser,Eagle Ridge Hospital,Other Ear Surgery,<5,13,11.9,21.5
2009/10,Fraser,Eagle Ridge Hospital,Other Eye Surgery,8,5,15.9,51.5
2009/10,Fraser,Eagle Ridge Hospital,Other Joint Reconstruction,20,36,7.9,22.6
2009/10,Fraser,Eagle Ridge Hospital,Other Orthopaedic Surgery,122,325,7.9,23.9
2009/10,Fraser,Eagle Ridge Hospital,Other Urology Surgery,37,156,3.7,7.2
2009/10,Fraser,Eagle Ridge Hospital,Parotidectomy,7,29,4.0,7.2
2009/10,Fraser,Eagle Ridge Hospital,Prostate Surgery,8,17,26.0,48.0
2009/10,Fraser,Eagle Ridge Hospital,Rectal Surgery,40,54,7.1,15.5
2009/10,Fraser,Eagle Ridge Hospital,Shoulder Surgery,77,166,8.9,22.9
2009/10,Fraser,Eagle Ridge Hospital,Sinus Surgery,10,19,9.1,15.2
2009/10,Fraser,Eagle Ridge Hospital,Skin Surgery,27,72,6.5,26.0
2009/10,Fraser,Eagle Ridge Hospital,Skin Tumour Removal,37,129,4.0,17.8
2009/10,Fraser,Eagle Ridge Hospital,Sphincterotomy,<5,8,3.8,10.1
2009/10,Fraser,Eagle Ridge Hospital,Spinal/Back Surgery,348,229,18.9,45.1
2009/10,Fraser,Eagle Ridge Hospital,Tendon Surgery,8,41,0.4,12.9
2009/10,Fraser,Eagle Ridge Hospital,Thyroidectomy,11,129,4.0,7.5
2009/10,Fraser,Eagle Ridge Hospital,Tonsillectomy/Adenoidectomy,85,175,8.9,19.0
2009/10,Fraser,Eagle Ridge Hospital,Tympanoplasty,<5,<5,,
2009/10,Fraser,Eagle Ridge Hospital,Uterine Surgery,99,216,6.0,16.1
2009/10,Fraser,Eagle Ridge Hospital,Vaginal Repair,13,12,7.6,10.0
2009/10,Fraser,Eagle Ridge Hospital,Varicose Veins Ligation/Stripping,10,17,5.0,11.1
2009/10,Fraser,Eagle Ridge Hospital,Wound/Laceration Care,26,100,7.1,22.2
2009/10,Fraser,Langley Memorial Hospital,All Other Procedures,<5,31,3.1,21.0
2009/10,Fraser,Langley Memorial Hospital,All Procedures,"1,510","6,234",6.0,28.3
2009/10,Fraser,Langley Memorial Hospital,Appendectomy,<5,8,5.0,12.8
2009/10,Fraser,Langley Memorial Hospital,Biopsy in OR,<5,61,2.1,6.0
2009/10,Fraser,Langley Memorial Hospital,Bladder Surgery,40,209,4.1,27.7
2009/10,Fraser,Langley Memorial Hospital,Bowel Resection,11,80,3.3,11.2
2009/10,Fraser,Langley Memorial Hospital,Breast Biopsy,<5,77,2.3,5.3
2009/10,Fraser,Langley Memorial Hospital,Cataract Surgery,330,"1,299",4.7,18.9
2009/10,Fraser,Langley Memorial Hospital,Cholecystectomy,43,217,6.1,28.8
2009/10,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,7,17,5.7,26.2
2009/10,Fraser,Langley Memorial Hospital,Cone Biopsy,<5,16,2.7,5.9
2009/10,Fraser,Langley Memorial Hospital,D&C and Related Surgery,27,284,4.1,13.1
2009/10,Fraser,Langley Memorial Hospital,Dental Surgery,49,217,5.6,17.0
2009/10,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,6,17,3.4,16.4
2009/10,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,9,71,3.6,14.4
2009/10,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,18,42,6.1,15.4
2009/10,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,25,170,8.4,31.0
2009/10,Fraser,Langley Memorial Hospital,Fistula Repair - Non Vascular,<5,10,1.6,14.4
2009/10,Fraser,Langley Memorial Hospital,Foot/Ankle Surgery,12,66,21.6,35.3
2009/10,Fraser,Langley Memorial Hospital,Foreign Body Removal Surgery,<5,14,1.1,15.8
2009/10,Fraser,Langley Memorial Hospital,Fracture Repair,11,26,0.9,18.1
2009/10,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,13,43,17.6,54.3
2009/10,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,94,310,9.4,35.7
2009/10,Fraser,Langley Memorial Hospital,Hip Replacement,37,111,14.9,31.7
2009/10,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,<5,15,3.7,10.3
2009/10,Fraser,Langley Memorial Hospital,Knee - ACL Repair,12,37,10.1,36.7
2009/10,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,45,138,20.3,121.0
2009/10,Fraser,Langley Memorial Hospital,Knee Arthroscopy,80,266,10.1,27.0
2009/10,Fraser,Langley Memorial Hospital,Knee Replacement,105,239,16.0,36.5
2009/10,Fraser,Langley Memorial Hospital,Laparoscopy,15,116,5.6,16.0
2009/10,Fraser,Langley Memorial Hospital,Laparotomy,<5,18,3.4,17.0
2009/10,Fraser,Langley Memorial Hospital,Ligament Surgery,<5,5,20.3,45.5
2009/10,Fraser,Langley Memorial Hospital,Male Reproductive Surgery,10,83,2.0,3.1
2009/10,Fraser,Langley Memorial Hospital,Mastectomy,<5,25,1.4,5.5
2009/10,Fraser,Langley Memorial Hospital,Myringotomy,10,67,5.0,12.0
2009/10,Fraser,Langley Memorial Hospital,Nasal Surgery,13,31,10.0,19.0
2009/10,Fraser,Langley Memorial Hospital,Nerve Surgery,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Oral Cavity & Pharynx Surgery,<5,6,3.6,11.7
2009/10,Fraser,Langley Memorial Hospital,Other Eye Surgery,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,47,155,24.0,114.0
2009/10,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,77,206,11.3,58.3
2009/10,Fraser,Langley Memorial Hospital,Other Urology Surgery,21,338,2.1,7.0
2009/10,Fraser,Langley Memorial Hospital,Parotidectomy,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Prostate Surgery,6,128,2.1,4.4
2009/10,Fraser,Langley Memorial Hospital,Rectal Surgery,12,34,7.9,27.4
2009/10,Fraser,Langley Memorial Hospital,Shoulder Surgery,51,155,24.7,56.4
2009/10,Fraser,Langley Memorial Hospital,Sinus Surgery,8,24,10.0,16.4
2009/10,Fraser,Langley Memorial Hospital,Skin Tumour Removal,41,139,9.3,29.1
2009/10,Fraser,Langley Memorial Hospital,Sphincterotomy,<5,<5,,
2009/10,Fraser,Langley Memorial Hospital,Tendon Surgery,<5,9,16.6,32.7
2009/10,Fraser,Langley Memorial Hospital,Tonsillectomy/Adenoidectomy,25,89,9.0,14.2
2009/10,Fraser,Langley Memorial Hospital,Tympanoplasty,5,19,9.0,18.9
2009/10,Fraser,Langley Memorial Hospital,Uterine Surgery,120,345,11.0,23.8
2009/10,Fraser,Langley Memorial Hospital,Vaginal Repair,22,53,16.9,36.9
2009/10,Fraser,Langley Memorial Hospital,Wound/Laceration Care,20,53,4.9,33.9
2009/10,Fraser,Pattison Outpatient Centre,All Procedures,<5,0,,
2009/10,Fraser,Pattison Outpatient Centre,Nasal Surgery,<5,0,,
2009/10,Fraser,Peace Arch Hospital,All Other Procedures,5,27,3.4,12.0
2009/10,Fraser,Peace Arch Hospital,All Procedures,"1,846","3,101",8.7,41.1
2009/10,Fraser,Peace Arch Hospital,Biopsy in OR,6,29,2.7,9.4
2009/10,Fraser,Peace Arch Hospital,Bladder Surgery,21,142,5.5,24.6
2009/10,Fraser,Peace Arch Hospital,Bowel Resection,7,76,2.7,5.1
2009/10,Fraser,Peace Arch Hospital,Breast Biopsy,5,86,3.2,8.0
2009/10,Fraser,Peace Arch Hospital,Breast Reconstruction,<5,12,3.2,5.9
2009/10,Fraser,Peace Arch Hospital,Breast Reduction,<5,19,2.6,8.1
2009/10,Fraser,Peace Arch Hospital,Cataract Surgery,607,715,27.3,56.0
2009/10,Fraser,Peace Arch Hospital,Cholecystectomy,36,113,7.6,17.6
2009/10,Fraser,Peace Arch Hospital,Colostomy/Ileostomy,<5,17,9.6,22.5
2009/10,Fraser,Peace Arch Hospital,Cone Biopsy,12,37,3.4,6.7
2009/10,Fraser,Peace Arch Hospital,Cyst/Ganglion Removal,<5,<5,,
2009/10,Fraser,Peace Arch Hospital,D&C and Related Surgery,49,130,5.4,17.4
2009/10,Fraser,Peace Arch Hospital,Dental Surgery,5,13,10.1,21.1
2009/10,Fraser,Peace Arch Hospital,Examination Under Anaesthetic,<5,5,22.3,37.7
2009/10,Fraser,Peace Arch Hospital,Excision Gynecomastia,<5,5,15.9,26.0
2009/10,Fraser,Peace Arch Hospital,Excision Lesion/Tumour,9,10,6.9,14.4
2009/10,Fraser,Peace Arch Hospital,Facial Bone Reconstruction,6,19,10.3,27.3
2009/10,Fraser,Peace Arch Hospital,Fallopian Tube/Ovarian Surgery,23,38,8.4,23.6
2009/10,Fraser,Peace Arch Hospital,Fistula Repair - Non Vascular,<5,14,7.1,13.9
2009/10,Fraser,Peace Arch Hospital,Foot/Ankle Surgery,51,21,40.0,81.6
2009/10,Fraser,Peace Arch Hospital,Foreign Body Removal Surgery,<5,<5,,
2009/10,Fraser,Peace Arch Hospital,Fracture Repair,6,16,1.6,29.1
2009/10,Fraser,Peace Arch Hospital,Hand/Wrist Surgery,18,25,11.0,33.1
2009/10,Fraser,Peace Arch Hospital,Hernia Repair - Abdominal,149,280,12.6,28.1
2009/10,Fraser,Peace Arch Hospital,Hip Replacement,39,57,11.7,26.4
2009/10,Fraser,Peace Arch Hospital,Kidney/Bladder Stone Removal,<5,5,4.4,8.7
2009/10,Fraser,Peace Arch Hospital,Knee - ACL Repair,26,17,19.9,38.9
2009/10,Fraser,Peace Arch Hospital,Knee - Meniscectomy,<5,<5,,
2009/10,Fraser,Peace Arch Hospital,Knee Arthroscopy,240,87,25.0,56.0
2009/10,Fraser,Peace Arch Hospital,Knee Replacement,70,139,10.9,34.2
2009/10,Fraser,Peace Arch Hospital,Laparoscopy,11,36,4.4,13.2
2009/10,Fraser,Peace Arch Hospital,Laparotomy,<5,23,2.6,15.9
2009/10,Fraser,Peace Arch Hospital,Male Reproductive Surgery,6,23,5.6,10.3
2009/10,Fraser,Peace Arch Hospital,Mastectomy,7,120,2.3,6.1
2009/10,Fraser,Peace Arch Hospital,Nasal Surgery,32,67,6.0,16.3
2009/10,Fraser,Peace Arch Hospital,Other Eye Surgery,8,19,2.4,8.6
2009/10,Fraser,Peace Arch Hospital,Other Joint Reconstruction,13,6,31.4,40.0
2009/10,Fraser,Peace Arch Hospital,Other Orthopaedic Surgery,95,70,19.5,46.2
2009/10,Fraser,Peace Arch Hospital,Other Urology Surgery,15,77,5.0,15.5
2009/10,Fraser,Peace Arch Hospital,Prostate Surgery,20,97,6.6,12.9
2009/10,Fraser,Peace Arch Hospital,Rectal Surgery,<5,9,7.3,15.7
2009/10,Fraser,Peace Arch Hospital,Shoulder Surgery,70,40,20.9,39.1
2009/10,Fraser,Peace Arch Hospital,Sinus Surgery,10,33,6.0,10.0
2009/10,Fraser,Peace Arch Hospital,Skin Tumour Removal,25,36,4.3,37.1
2009/10,Fraser,Peace Arch Hospital,Sphincterotomy,<5,<5,,
2009/10,Fraser,Peace Arch Hospital,Tendon Surgery,5,<5,,
2009/10,Fraser,Peace Arch Hospital,Thyroidectomy,<5,<5,,
2009/10,Fraser,Peace Arch Hospital,Tonsillectomy/Adenoidectomy,<5,7,10.9,23.6
2009/10,Fraser,Peace Arch Hospital,Uterine Surgery,55,171,4.9,11.4
2009/10,Fraser,Peace Arch Hospital,Vaginal Repair,37,51,14.4,45.3
2009/10,Fraser,Peace Arch Hospital,Wound/Laceration Care,9,21,10.0,20.1
2009/10,Fraser,Ridge Meadows Hospital,All Other Procedures,<5,74,2.1,12.3
2009/10,Fraser,Ridge Meadows Hospital,All Procedures,"2,197","6,487",6.9,31.6
2009/10,Fraser,Ridge Meadows Hospital,Appendectomy,<5,<5,,
2009/10,Fraser,Ridge Meadows Hospital,Biopsy in OR,<5,37,1.6,8.0
2009/10,Fraser,Ridge Meadows Hospital,Bladder Surgery,9,57,3.9,14.1
2009/10,Fraser,Ridge Meadows Hospital,Bowel Resection,6,37,1.6,7.7
2009/10,Fraser,Ridge Meadows Hospital,Breast Biopsy,7,79,1.7,3.6
2009/10,Fraser,Ridge Meadows Hospital,Cataract Surgery,"1,653","3,218",13.6,40.9
2009/10,Fraser,Ridge Meadows Hospital,Cholecystectomy,31,148,3.9,23.0
2009/10,Fraser,Ridge Meadows Hospital,Colostomy/Ileostomy,<5,26,3.4,14.1
2009/10,Fraser,Ridge Meadows Hospital,Cone Biopsy,8,59,3.3,8.2
2009/10,Fraser,Ridge Meadows Hospital,Cyst/Ganglion Removal,6,31,3.6,16.3
2009/10,Fraser,Ridge Meadows Hospital,D&C and Related Surgery,24,163,3.4,11.0
2009/10,Fraser,Ridge Meadows Hospital,Dental Surgery,40,207,6.6,18.0
2009/10,Fraser,Ridge Meadows Hospital,Examination Under Anaesthetic,11,21,4.1,17.6
2009/10,Fraser,Ridge Meadows Hospital,Excision Gynecomastia,<5,<5,,
2009/10,Fraser,Ridge Meadows Hospital,Excision Lesion/Tumour,<5,57,3.3,11.1
2009/10,Fraser,Ridge Meadows Hospital,Fallopian Tube/Ovarian Surgery,20,95,5.0,14.2
2009/10,Fraser,Ridge Meadows Hospital,Foot/Ankle Surgery,12,39,6.9,18.0
2009/10,Fraser,Ridge Meadows Hospital,Fracture Repair,<5,176,0.1,0.6
2009/10,Fraser,Ridge Meadows Hospital,Hand/Wrist Surgery,18,79,4.0,10.9
2009/10,Fraser,Ridge Meadows Hospital,Hernia Repair - Abdominal,67,272,6.4,26.8
2009/10,Fraser,Ridge Meadows Hospital,Hip Replacement,25,38,10.6,31.1
2009/10,Fraser,Ridge Meadows Hospital,Kidney/Bladder Stone Removal,<5,<5,,
2009/10,Fraser,Ridge Meadows Hospital,Knee - ACL Repair,<5,21,5.4,9.0
2009/10,Fraser,Ridge Meadows Hospital,Knee - Meniscectomy,<5,0,,
2009/10,Fraser,Ridge Meadows Hospital,Knee Arthroscopy,20,132,1.6,7.7
2009/10,Fraser,Ridge Meadows Hospital,Knee Replacement,52,92,13.5,46.2
2009/10,Fraser,Ridge Meadows Hospital,Laparoscopy,7,59,3.9,9.8
2009/10,Fraser,Ridge Meadows Hospital,Ligament Surgery,<5,<5,,
2009/10,Fraser,Ridge Meadows Hospital,Lipectomy,<5,<5,,
2009/10,Fraser,Ridge Meadows Hospital,Male Reproductive Surgery,5,50,4.1,8.2
2009/10,Fraser,Ridge Meadows Hospital,Mastectomy,<5,41,1.7,5.1
2009/10,Fraser,Ridge Meadows Hospital,Nerve Surgery,<5,10,4.5,11.7
2009/10,Fraser,Ridge Meadows Hospital,Other Eye Surgery,<5,18,1.4,3.8
2009/10,Fraser,Ridge Meadows Hospital,Other Joint Reconstruction,<5,41,2.7,11.6
2009/10,Fraser,Ridge Meadows Hospital,Other Orthopaedic Surgery,15,146,2.1,8.2
2009/10,Fraser,Ridge Meadows Hospital,Other Urology Surgery,40,292,3.2,12.0
2009/10,Fraser,Ridge Meadows Hospital,Prostate Surgery,<5,65,3.0,7.2
2009/10,Fraser,Ridge Meadows Hospital,Rectal Surgery,<5,14,8.5,32.3
2009/10,Fraser,Ridge Meadows Hospital,Shoulder Surgery,<5,13,2.7,6.7
